ID Empleado,Edad,Género,Estado civil,Nivel educativo,Especialización,Años trabajando,Compañías empleadoras,Departamento,Cargo,Banda laboral,Sede,Frecuencia de viajes,Distancia al hogar,Ingresos mensuales,Nivel de stock options,Horas extraordinarias,Sesiones de formación,Años en la empresa,Años en el cargo,Años sin promocionar,Años con el mismo jefe,% Incremento salarial,Rendimiento,Satisfacción con el trabajo,Satisfacción con el ambiente,Satisfacción con las relaciones,Nivel de involucración,Balance de la vida laboral,Estado de la relación laboral,Tipo de desvinculación,Razón de la desvinculación,Turnover,GrupoEdad,Satisfaccion_bucket
ECU-1209,34,Masculino,Casado,2,Medicina,15,1,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,5,3986,1,,3,15,10,4,13,14,3,4,2,3,2,4,Activa,,,0,25-34,4
ECU-1210,60,Masculino,Divorciado,4,Medicina,19,3,Investigación y desarrollo,Representante sanitario,3,Madrid,Viajes ocasionales,1,10883,1,,2,1,0,0,0,20,4,4,3,3,1,4,Activa,,,0,55+,4
ECU-1211,33,Masculino,Casado,3,Medicina,14,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,21,2028,3,,6,14,11,2,13,18,3,2,2,4,4,3,Activa,,,0,25-34,2
ECU-1212,37,Masculino,Divorciado,4,Medicina,6,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,1,9525,2,,2,6,3,1,3,14,3,4,3,3,1,2,Activa,,,0,35-44,4
ECU-1213,34,Femenino,Casado,3,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,19,2929,0,,3,10,9,8,7,12,3,4,2,2,2,3,Activa,,,0,25-34,4
ECU-1214,23,Masculino,Divorciado,3,Ciencias de la vida,3,1,Ventas,Representante de ventas,1,Madrid,Viajes ocasionales,7,2275,1,,2,3,2,0,2,21,4,4,3,2,3,3,Finalizada,Voluntaria,Dimisión,1,<25,4
ECU-1215,44,Femenino,Casado,3,Ciencias de la vida,9,1,Investigación y desarrollo,Representante sanitario,3,Barcelona,Viajes ocasionales,2,7879,1,,2,8,7,6,7,19,3,4,3,2,4,3,Activa,,,0,35-44,4
ECU-1216,35,Masculino,Soltero,4,Medicina,6,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,2,4930,0,,2,5,4,1,4,14,3,4,1,3,2,4,Activa,,,0,35-44,4
ECU-1217,43,Masculino,Casado,3,Medicina,10,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,2,7847,1,,3,10,9,8,8,17,3,4,4,1,3,3,Activa,,,0,35-44,4
ECU-1218,24,Masculino,Casado,3,Medicina,5,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,9,4401,1,,1,5,3,0,4,16,3,3,3,4,4,3,Activa,,,0,<25,3
ECU-1219,41,Masculino,Soltero,3,Marketing,10,1,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes ocasionales,6,9241,0,,3,10,8,8,7,12,3,3,4,2,3,3,Activa,,,0,35-44,3
ECU-1220,29,Femenino,Casado,4,Medicina,9,9,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,9,2974,1,,2,5,3,1,2,17,3,3,4,3,3,3,Activa,,,0,25-34,3
ECU-1221,36,Femenino,Soltero,4,Ciencias de la vida,17,3,Ventas,Representante de ventas,2,Bilbao,Viajes ocasionales,2,4502,0,,2,13,7,6,7,15,3,4,3,3,3,2,Activa,,,0,35-44,4
ECU-1222,45,Masculino,Casado,1,Ciencias de la vida,25,3,Investigación y desarrollo,Representante sanitario,3,Bilbao,Sin desplazamientos,1,10748,1,,3,23,15,14,4,23,4,3,3,4,2,2,Activa,,,0,45-54,3
ECU-1223,24,Masculino,Casado,1,Recursos humanos,1,1,Recursos humanos,Gestor de personal,1,Bilbao,Viajes ocasionales,22,1555,1,,2,1,0,0,0,11,3,3,4,3,1,3,Finalizada,Voluntaria,Dimisión,1,<25,3
ECU-1224,47,Masculino,Casado,3,Ciencias de la vida,25,7,Ventas,Ejecutivo de ventas,4,Bilbao,Viajes frecuentes,9,12936,0,,3,23,5,14,10,11,3,3,3,3,1,1,Finalizada,Voluntaria,Dimisión,1,45-54,3
ECU-1225,26,Masculino,Casado,4,Medicina,3,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,17,2305,3,,3,3,2,0,2,15,3,3,4,3,1,4,Activa,,,0,25-34,3
ECU-1226,45,Femenino,Soltero,2,Grado técnico,21,1,Investigación y desarrollo,Director de investigación,4,Bilbao,Viajes ocasionales,28,16704,0,,2,21,6,8,6,11,3,2,4,3,2,3,Activa,,,0,45-54,2
ECU-1227,32,Masculino,Casado,3,Ciencias de la vida,10,6,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,10,3433,1,,3,5,2,1,3,13,3,3,1,1,3,2,Activa,,,0,25-34,3
ECU-1228,31,Masculino,Casado,4,Ciencias de la vida,6,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,2,3477,1,,2,5,2,0,3,14,3,3,2,4,3,4,Activa,,,0,25-34,3
ECU-1229,41,Masculino,Casado,3,Recursos humanos,10,6,Recursos humanos,Gestor de personal,2,Bilbao,Sin desplazamientos,4,6430,1,,4,3,2,1,2,19,3,2,3,2,1,3,Activa,,,0,35-44,2
ECU-1230,40,Femenino,Casado,2,Ciencias de la vida,18,2,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,8,6516,1,,3,1,0,0,0,16,3,1,2,2,3,3,Activa,,,0,35-44,1
ECU-1231,24,Masculino,Divorciado,1,Medicina,6,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,29,3907,3,,2,6,2,1,2,13,3,1,2,2,3,4,Activa,,,0,<25,1
ECU-1232,46,Masculino,Soltero,4,Ciencias de la vida,19,6,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,13,5562,0,,3,10,7,0,9,14,3,2,3,4,3,3,Activa,,,0,45-54,2
ECU-1233,35,Masculino,Casado,4,Ciencias de la vida,17,2,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,27,6883,1,,3,7,7,0,7,16,3,3,4,2,3,3,Activa,,,0,35-44,3
ECU-1234,30,Masculino,Casado,1,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,16,2862,1,,2,10,0,0,8,12,3,4,2,2,3,2,Activa,,,0,25-34,4
ECU-1235,47,Masculino,Casado,4,Marketing,4,7,Ventas,Ejecutivo de ventas,2,Bilbao,Sin desplazamientos,2,4978,1,,3,1,0,0,0,11,3,2,3,4,3,1,Activa,,,0,45-54,2
ECU-1236,46,Masculino,Divorciado,3,Ciencias de la vida,13,4,Ventas,Ejecutivo de ventas,3,Madrid,Viajes ocasionales,2,10368,1,,5,10,6,0,3,12,3,4,3,2,3,2,Activa,,,0,45-54,4
ECU-1237,36,Masculino,Divorciado,5,Marketing,16,5,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,13,6134,3,,3,2,2,2,2,13,3,1,2,2,2,3,Finalizada,Voluntaria,Dimisión,1,35-44,1
ECU-1238,32,Masculino,Soltero,2,Ciencias de la vida,10,6,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,1,6735,0,,2,0,0,0,0,15,3,2,1,2,1,3,Finalizada,Voluntaria,Dimisión,1,25-34,2
ECU-1239,23,Femenino,Soltero,1,Medicina,3,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,4,3295,0,,3,3,2,1,2,13,3,2,3,3,3,1,Activa,,,0,<25,2
ECU-1240,31,Femenino,Soltero,1,Grado técnico,9,2,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes frecuentes,24,5238,0,,3,5,4,1,4,20,4,4,4,4,3,2,Activa,,,0,25-34,4
ECU-1241,39,Masculino,Casado,3,Ciencias de la vida,9,1,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Sin desplazamientos,1,6472,1,,2,9,8,5,8,15,3,4,4,4,3,3,Activa,,,0,35-44,4
ECU-1242,32,Masculino,Casado,3,Ciencias de la vida,10,3,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,19,9610,1,,2,4,3,0,2,13,3,3,4,3,1,1,Activa,,,0,25-34,3
ECU-1243,40,Masculino,Soltero,4,Medicina,21,1,Ventas,Director,5,Madrid,Viajes ocasionales,7,19833,0,,3,21,8,12,8,14,3,2,2,2,3,2,Activa,,,0,35-44,2
ECU-1244,45,Femenino,Casado,3,Ciencias de la vida,9,4,Recursos humanos,Gestor de personal,3,Barcelona,Viajes ocasionales,4,9756,2,,2,5,0,0,3,21,4,3,3,3,1,4,Activa,,,0,45-54,3
ECU-1245,30,Femenino,Soltero,4,Grado técnico,10,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,2,4968,0,,2,9,7,0,7,16,3,1,4,4,2,3,Activa,,,0,25-34,1
ECU-1246,24,Masculino,Casado,3,Medicina,3,0,Recursos humanos,Gestor de personal,1,Madrid,Viajes frecuentes,10,2145,1,,2,2,2,2,1,14,3,4,1,4,3,3,Activa,,,0,<25,4
ECU-1247,30,Femenino,Divorciado,3,Recursos humanos,6,6,Recursos humanos,Gestor de personal,1,Bilbao,Viajes frecuentes,8,2180,1,,0,4,2,1,2,11,1,4,3,3,2,2,Finalizada,Voluntaria,Dimisión,1,25-34,4
ECU-1248,31,Masculino,Casado,3,Grado técnico,6,1,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,5,8346,1,,3,5,2,0,2,19,3,3,1,3,3,3,Activa,,,0,25-34,3
ECU-1249,27,Femenino,Soltero,3,Medicina,6,1,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,8,3445,0,,5,6,2,1,4,11,3,4,3,3,3,2,Activa,,,0,25-34,4
ECU-1250,29,Femenino,Soltero,3,Marketing,2,1,Ventas,Representante de ventas,1,Barcelona,Viajes ocasionales,9,2760,0,,3,2,2,2,2,13,3,2,2,3,1,3,Finalizada,Voluntaria,Dimisión,1,25-34,2
ECU-1251,29,Masculino,Soltero,3,Ciencias de la vida,10,8,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes frecuentes,1,6294,0,,5,3,2,0,2,12,3,3,4,4,4,4,Activa,,,0,25-34,3
ECU-1252,30,Masculino,Divorciado,2,Marketing,12,2,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,15,7140,1,,2,7,7,1,7,11,3,1,3,1,2,3,Activa,,,0,25-34,1
ECU-1253,34,Masculino,Casado,4,Medicina,6,0,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,2,2932,3,,3,5,0,1,2,14,3,4,4,1,4,3,Activa,,,0,25-34,4
ECU-1254,33,Femenino,Soltero,3,Marketing,13,8,Ventas,Ejecutivo de ventas,2,Barcelona,Sin desplazamientos,2,5147,0,,2,11,7,1,7,15,3,2,4,4,3,2,Activa,,,0,25-34,2
ECU-1255,49,Femenino,Soltero,4,Marketing,8,3,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,11,4507,0,,1,5,1,0,4,12,3,4,4,3,3,4,Activa,,,0,45-54,4
ECU-1256,33,Femenino,Soltero,3,Ciencias de la vida,11,2,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,16,8564,0,,2,0,0,0,0,20,4,1,1,3,3,2,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-1257,38,Femenino,Casado,2,Medicina,9,4,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes frecuentes,2,2468,1,,4,6,1,0,5,14,3,2,3,2,2,2,Activa,,,0,35-44,2
ECU-1258,31,Masculino,Casado,4,Marketing,10,2,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,16,8161,3,,2,1,0,0,0,13,3,3,1,1,3,3,Finalizada,Voluntaria,Dimisión,1,25-34,3
ECU-1259,29,Femenino,Divorciado,3,Grado técnico,1,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,4,2109,1,,2,1,0,0,0,13,3,1,4,3,2,3,Activa,,,0,25-34,1
ECU-1260,30,Masculino,Casado,3,Ciencias de la vida,10,3,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,16,5294,1,,3,7,0,1,7,16,3,3,3,3,4,3,Activa,,,0,25-34,3
ECU-1261,32,Masculino,Soltero,4,Grado técnico,12,2,Investigación y desarrollo,Investigador,1,Bilbao,Sin desplazamientos,5,2718,0,,3,7,7,0,7,14,3,2,2,2,3,3,Activa,,,0,25-34,2
ECU-1262,38,Masculino,Casado,3,Medicina,15,3,Investigación y desarrollo,Representante sanitario,2,Barcelona,Viajes ocasionales,18,5811,1,,2,1,0,1,0,16,3,4,2,3,1,3,Activa,,,0,35-44,4
ECU-1263,43,Masculino,Casado,3,Grado técnico,6,9,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,17,2437,1,,4,1,0,0,0,16,2,3,3,4,2,3,Finalizada,Voluntaria,Dimisión,1,35-44,3
ECU-1264,42,Masculino,Divorciado,3,Medicina,7,8,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,12,2766,3,,6,5,3,0,4,22,4,2,2,2,3,2,Activa,,,0,35-44,2
ECU-1265,55,Masculino,Casado,3,Medicina,34,8,Investigación y desarrollo,Director de investigación,5,Barcelona,Viajes ocasionales,2,19038,3,,2,1,0,0,0,12,3,1,3,2,2,3,Activa,,,0,55+,1
ECU-1266,33,Masculino,Divorciado,3,Grado técnico,11,5,Investigación y desarrollo,Investigador,2,Bilbao,Sin desplazamientos,4,3055,2,,2,9,8,1,7,15,3,2,4,4,3,2,Activa,,,0,25-34,2
ECU-1267,41,Masculino,Divorciado,4,Ciencias de la vida,5,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,9,2289,2,,2,5,3,0,4,20,4,1,3,2,3,3,Activa,,,0,35-44,1
ECU-1268,34,Masculino,Divorciado,3,Ciencias de la vida,15,1,Ventas,Ejecutivo de ventas,2,Barcelona,Sin desplazamientos,10,4001,1,,3,15,14,0,7,14,3,3,4,3,3,3,Activa,,,0,25-34,3
ECU-1269,53,Femenino,Casado,4,Medicina,27,4,Investigación y desarrollo,Director de fabricación,4,Madrid,Sin desplazamientos,1,12965,3,,2,3,2,0,2,20,4,3,1,4,2,2,Activa,,,0,45-54,3
ECU-1270,43,Masculino,Soltero,3,Ciencias de la vida,10,0,Recursos humanos,Gestor de personal,1,Bilbao,Viajes ocasionales,2,3539,0,,5,9,7,1,8,13,3,4,2,2,3,3,Activa,,,0,35-44,4
ECU-1271,34,Femenino,Soltero,2,Ciencias de la vida,6,5,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,3,6029,0,,3,2,2,2,2,12,2,4,4,1,1,3,Activa,,,0,25-34,4
ECU-1272,21,Masculino,Soltero,1,Marketing,1,1,Ventas,Representante de ventas,1,Madrid,Viajes ocasionales,7,2679,0,,3,1,0,1,0,13,3,2,2,2,3,3,Finalizada,Voluntaria,Dimisión,1,<25,2
ECU-1273,38,Femenino,Casado,2,Otras,5,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,6,3702,1,,3,5,4,0,4,11,3,3,4,2,2,3,Activa,,,0,35-44,3
ECU-1274,22,Femenino,Casado,1,Medicina,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,8,2398,0,,6,1,0,0,0,17,3,1,3,3,3,3,Finalizada,Voluntaria,Dimisión,1,<25,1
ECU-1275,31,Femenino,Casado,4,Marketing,13,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,29,5468,2,,3,12,7,5,7,14,3,4,1,1,2,3,Activa,,,0,25-34,4
ECU-1276,51,Femenino,Casado,3,Grado técnico,15,2,Investigación y desarrollo,Director,3,Madrid,Viajes ocasionales,3,13116,0,,2,2,2,2,2,11,1,3,1,4,3,3,Activa,,,0,45-54,3
ECU-1277,37,Masculino,Casado,2,Marketing,5,1,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,9,4189,2,,2,5,2,0,3,14,3,2,2,1,2,3,Activa,,,0,35-44,2
ECU-1278,46,Masculino,Divorciado,4,Medicina,24,7,Investigación y desarrollo,Director de investigación,5,Barcelona,Viajes ocasionales,2,19328,1,,3,2,1,2,2,17,2,4,3,3,3,3,Activa,,,0,45-54,4
ECU-1279,36,Masculino,Casado,3,Ciencias de la vida,15,7,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,10,8321,1,,1,12,8,5,7,13,3,1,4,4,3,3,Activa,,,0,35-44,1
ECU-1280,44,Masculino,Divorciado,2,Medicina,6,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes frecuentes,1,2342,3,,2,5,3,2,3,12,2,2,3,3,3,2,Finalizada,Voluntaria,Dimisión,1,35-44,2
ECU-1281,37,Masculino,Divorciado,2,Otras,19,2,Recursos humanos,Gestor de personal,2,Barcelona,Viajes ocasionales,8,4071,0,,4,10,0,4,7,13,3,2,3,3,3,2,Activa,,,0,35-44,2
ECU-1282,35,Masculino,Soltero,3,Ciencias de la vida,10,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,27,5813,0,,2,10,7,7,7,18,3,4,3,4,3,3,Finalizada,Involuntaria,Despido,1,35-44,4
ECU-1283,33,Masculino,Casado,4,Ciencias de la vida,14,6,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,8,3143,1,,1,10,8,7,6,19,3,1,4,2,4,3,Activa,,,0,25-34,1
ECU-1284,28,Masculino,Casado,3,Ciencias de la vida,5,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,1,2044,1,,6,5,3,0,3,11,2,4,3,3,3,4,Activa,,,0,25-34,4
ECU-1285,39,Masculino,Soltero,1,Medicina,9,7,Investigación y desarrollo,Director de investigación,3,Madrid,Viajes ocasionales,10,13464,0,,3,4,3,2,2,21,4,3,3,3,3,3,Activa,,,0,35-44,3
ECU-1286,46,Masculino,Soltero,2,Ciencias de la vida,6,8,Ventas,Ejecutivo de ventas,2,Barcelona,Sin desplazamientos,26,7991,0,,3,2,2,2,2,15,3,2,2,3,2,3,Activa,,,0,45-54,2
ECU-1287,40,Femenino,Casado,2,Ciencias de la vida,7,4,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,2,3377,1,,5,4,3,0,2,17,3,1,3,4,3,2,Activa,,,0,35-44,1
ECU-1288,42,Masculino,Casado,3,Medicina,10,5,Investigación y desarrollo,Representante sanitario,2,Barcelona,Viajes ocasionales,13,5538,2,,2,0,0,0,0,18,3,1,2,3,4,2,Activa,,,0,35-44,1
ECU-1289,35,Masculino,Divorciado,2,Medicina,15,2,Investigación y desarrollo,Director de fabricación,2,Bilbao,Sin desplazamientos,2,5762,1,,6,7,7,1,7,14,3,4,2,3,3,3,Activa,,,0,35-44,4
ECU-1290,38,Masculino,Divorciado,3,Recursos humanos,13,5,Recursos humanos,Gestor de personal,1,Barcelona,Sin desplazamientos,2,2592,3,,3,11,10,3,8,13,3,2,1,4,3,3,Activa,,,0,35-44,2
ECU-1291,34,Masculino,Casado,4,Ciencias de la vida,11,4,Investigación y desarrollo,Técnico de laboratorio,2,Madrid,Viajes frecuentes,9,5346,1,,3,7,1,0,7,17,3,1,4,3,3,2,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-1292,37,Masculino,Soltero,4,Medicina,10,1,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,10,4213,0,,4,10,3,0,8,15,3,1,4,2,3,1,Finalizada,Voluntaria,Dimisión,1,35-44,1
ECU-1293,39,Masculino,Divorciado,3,Ciencias de la vida,7,2,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,20,4127,1,,6,2,1,2,2,18,3,4,3,4,3,3,Activa,,,0,35-44,4
ECU-1294,43,Masculino,Soltero,3,Ciencias de la vida,7,4,Investigación y desarrollo,Investigador,1,Madrid,Sin desplazamientos,9,2438,0,,2,3,2,1,2,13,3,3,1,3,3,2,Activa,,,0,35-44,3
ECU-1295,41,Masculino,Soltero,3,Ciencias de la vida,11,3,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,5,6870,0,,3,3,2,1,2,12,3,2,2,1,4,1,Activa,,,0,35-44,2
ECU-1296,41,Femenino,Divorciado,1,Marketing,23,0,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,4,10447,1,,3,22,14,13,5,13,3,3,3,4,3,4,Activa,,,0,35-44,3
ECU-1297,30,Femenino,Soltero,3,Medicina,9,9,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes ocasionales,10,9667,0,,3,7,7,0,2,14,2,3,1,2,3,3,Activa,,,0,25-34,3
ECU-1298,26,Femenino,Casado,2,Medicina,6,0,Recursos humanos,Gestor de personal,1,Madrid,Viajes ocasionales,20,2148,0,,3,5,1,1,4,11,3,2,4,3,3,3,Finalizada,Voluntaria,Dimisión,1,25-34,2
ECU-1299,46,Femenino,Casado,2,Medicina,13,4,Investigación y desarrollo,Representante sanitario,2,Barcelona,Viajes ocasionales,21,8926,1,,2,9,7,3,7,22,4,2,4,4,3,4,Finalizada,Voluntaria,Dimisión,1,45-54,2
ECU-1300,40,Femenino,Divorciado,3,Ciencias de la vida,12,4,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,1,6513,1,,3,5,3,0,3,17,3,4,3,4,3,3,Activa,,,0,35-44,4
ECU-1301,34,Masculino,Casado,2,Grado técnico,10,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,8,6799,2,,5,10,8,4,8,21,4,3,2,3,4,3,Activa,,,0,25-34,3
ECU-1302,58,Masculino,Divorciado,3,Medicina,37,4,Ventas,Director,4,Bilbao,Sin desplazamientos,2,16291,1,,0,16,9,14,14,22,4,2,2,4,3,2,Activa,,,0,55+,2
ECU-1303,35,Masculino,Casado,4,Medicina,6,0,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,23,2705,1,,2,5,4,0,3,16,3,3,2,2,1,4,Activa,,,0,35-44,3
ECU-1304,47,Femenino,Divorciado,3,Ciencias de la vida,28,8,Investigación y desarrollo,Director de fabricación,3,Barcelona,Viajes ocasionales,4,10333,1,,4,22,11,14,10,12,3,2,3,3,2,3,Activa,,,0,45-54,2
ECU-1305,40,Femenino,Divorciado,3,Ciencias de la vida,15,2,Investigación y desarrollo,Representante sanitario,2,Barcelona,Viajes ocasionales,12,4448,1,,3,7,4,7,7,12,3,1,2,2,3,3,Activa,,,0,35-44,1
ECU-1306,54,Femenino,Casado,4,Medicina,14,4,Investigación y desarrollo,Investigador,2,Barcelona,Viajes ocasionales,7,6854,1,,2,7,1,1,7,15,3,4,4,2,3,2,Activa,,,0,45-54,4
ECU-1307,31,Femenino,Casado,4,Marketing,9,2,Ventas,Ejecutivo de ventas,3,Madrid,Viajes frecuentes,7,9637,2,,3,3,2,2,2,14,2,1,1,4,3,3,Activa,,,0,25-34,1
ECU-1308,28,Femenino,Casado,3,Medicina,3,1,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,1,3591,1,,3,3,2,1,2,25,4,1,3,3,3,3,Activa,,,0,25-34,1
ECU-1309,38,Femenino,Casado,4,Marketing,20,2,Ventas,Representante de ventas,2,Bilbao,Viajes ocasionales,2,5405,2,,4,4,2,0,3,20,4,4,2,1,1,2,Activa,,,0,35-44,4
ECU-1310,26,Masculino,Soltero,3,Medicina,5,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,10,4684,0,,4,5,3,1,2,13,3,4,3,1,3,3,Activa,,,0,25-34,4
ECU-1311,58,Masculino,Casado,4,Ciencias de la vida,23,2,Investigación y desarrollo,Director de investigación,4,Barcelona,Viajes frecuentes,15,15787,0,,3,2,2,2,2,14,3,3,1,2,3,3,Activa,,,0,55+,3
ECU-1312,18,Femenino,Soltero,3,Medicina,0,1,Investigación y desarrollo,Investigador,1,Madrid,Sin desplazamientos,14,1514,0,,4,0,0,0,0,16,3,3,2,3,3,1,Activa,,,0,<25,3
ECU-1313,31,Masculino,Casado,5,Recursos humanos,2,0,Recursos humanos,Gestor de personal,1,Madrid,Viajes ocasionales,18,2956,0,,4,1,0,0,0,17,1,1,4,3,4,3,Finalizada,Involuntaria,Despido,1,25-34,1
ECU-1314,29,Masculino,Divorciado,3,Recursos humanos,4,4,Recursos humanos,Gestor de personal,1,Madrid,Viajes ocasionales,13,2335,3,,3,2,2,2,0,15,3,1,1,4,2,3,Finalizada,Voluntaria,Dimisión,1,25-34,1
ECU-1315,45,Femenino,Casado,4,Ciencias de la vida,10,4,Ventas,Ejecutivo de ventas,2,Bilbao,Sin desplazamientos,2,5154,2,,3,8,7,5,7,22,4,3,3,2,3,4,Activa,,,0,45-54,3
ECU-1316,36,Femenino,Casado,4,Otras,15,4,Investigación y desarrollo,Investigador,2,Bilbao,Viajes ocasionales,2,6962,1,,2,1,0,0,0,22,4,2,4,4,3,3,Activa,,,0,35-44,2
ECU-1317,43,Masculino,Casado,4,Ciencias de la vida,7,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,2,5675,1,,5,7,7,7,7,20,4,4,1,3,3,3,Activa,,,0,35-44,4
ECU-1318,27,Femenino,Soltero,2,Ciencias de la vida,6,0,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes frecuentes,5,2379,0,,3,5,4,0,2,14,2,4,4,3,3,2,Activa,,,0,25-34,4
ECU-1319,29,Masculino,Casado,1,Medicina,11,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes frecuentes,20,3812,0,,3,11,8,3,10,13,3,4,4,2,3,4,Activa,,,0,25-34,4
ECU-1320,32,Masculino,Soltero,4,Marketing,4,8,Ventas,Ejecutivo de ventas,2,Madrid,Viajes frecuentes,10,4648,0,,2,0,0,0,0,13,3,4,4,3,3,4,Activa,,,0,25-34,4
ECU-1321,42,Masculino,Casado,4,Grado técnico,10,3,Investigación y desarrollo,Investigador,1,Bilbao,Sin desplazamientos,10,2936,2,,1,6,3,3,3,22,4,3,3,2,3,2,Activa,,,0,35-44,3
ECU-1322,47,Femenino,Soltero,4,Ciencias de la vida,7,4,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,9,2105,0,,2,2,2,2,0,12,3,3,2,3,3,3,Activa,,,0,45-54,3
ECU-1323,46,Masculino,Divorciado,2,Ciencias de la vida,12,3,Investigación y desarrollo,Director de fabricación,3,Madrid,Viajes ocasionales,2,8578,1,,4,9,8,4,7,14,3,4,4,3,3,2,Activa,,,0,45-54,4
ECU-1324,28,Masculino,Divorciado,2,Ciencias de la vida,3,1,Recursos humanos,Gestor de personal,1,Bilbao,Sin desplazamientos,1,2706,1,,2,3,2,2,2,15,3,4,3,2,3,3,Activa,,,0,25-34,4
ECU-1325,29,Masculino,Divorciado,1,Ciencias de la vida,11,8,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,29,6384,2,,3,7,0,1,6,17,3,3,4,4,1,3,Activa,,,0,25-34,3
ECU-1326,42,Masculino,Soltero,3,Ciencias de la vida,8,4,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,8,3968,0,,3,0,0,0,0,13,3,3,4,4,3,3,Activa,,,0,35-44,3
